@relation train_samples_unt

@attribute label {class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}
@attribute m1m numeric
@attribute m1s numeric
@attribute m2m numeric
@attribute m2s numeric
@attribute m3m numeric
@attribute m3s numeric
@attribute m4m numeric
@attribute m4s numeric
@attribute m5m numeric
@attribute m5s numeric
@attribute m6m numeric
@attribute m6s numeric
@attribute m7m numeric
@attribute m7s numeric
@attribute m8m numeric
@attribute m8s numeric
@attribute m9m numeric
@attribute m9s numeric
@attribute m10m numeric
@attribute m10s numeric
@attribute m11m numeric
@attribute m11s numeric
@attribute m12m numeric
@attribute m12s numeric
@attribute centm numeric
@attribute cents numeric
@attribute rollm numeric
@attribute rolls numeric
@attribute tonnm numeric
@attribute tonns numeric
@attribute zcrm numeric
@attribute zcrs numeric
@attribute rmsem numeric
@attribute rmses numeric
@attribute tempom numeric
@attribute onsetm numeric
@attribute pitchm numeric
@attribute wavea1 numeric
@attribute waved1 numeric
@attribute wavea2 numeric
@attribute waved2 numeric
@attribute p1 numeric
@attribute p2 numeric
@attribute p3 numeric
@attribute p4 numeric
@attribute msd numeric
@attribute mc numeric
@attribute sam numeric
@attribute sbm numeric
@attribute kurtosis numeric
@attribute meauto numeric
@attribute skew numeric
@attribute timerev numeric

@data
class_9,-0.039876,0.200806,-0.13275,0.159723,0.051861,-0.068537,0.062085,0.177779,-0.076616,0.113841,-0.114374,0.214178,0.045973,0.025638,0.035568,0.04138,0.123408,0.104963,0.007587,0.005446,-0.039347,0.126647,-0.026479,0.021318,-0.158525,0.33722,-0.215858,0.360245,-0.048314,0.068536,-0.105672,0.120024,-0.065694,0.02056,0.159266,-0.028734,-0.050541,-0.051118,-0.072152,-0.051762,-0.040896,0.27999,-0.380307,0.259419,-0.389143,0.007286,0.002993,0.577202,-0.0609,-0.012187,-0.156486,-0.000789,0.003785
class_9,-0.199973,0.718051,-0.152423,0.134548,-0.083582,0.319278,-0.173364,0.19314,0.167959,0.143009,0.086863,0.289082,0.242975,0.309334,0.226469,0.41363,0.052344,0.130537,-0.058764,0.063009,0.002891,-0.043768,-0.10978,0.163436,-0.214908,0.264717,-0.304562,0.190343,0.029908,0.160718,-0.125782,0.103197,-0.044501,0.129109,-0.199447,-0.153734,-0.050541,0.010863,-0.107527,0.009409,-0.005601,0.27554,-0.362818,0.219865,-0.261427,0.004187,0.001911,0.417433,-0.060981,-0.010725,-0.17926,0.010102,-0.023491
class_3,-0.012509,-0.178145,-0.011048,-0.158264,0.015667,-0.172327,-0.086525,-0.095027,-0.066829,-0.101624,-0.02148,-0.160435,-0.091393,-0.078096,-0.011281,-0.112468,-0.087931,-0.088099,-0.086816,-0.113361,-0.044102,-0.135955,-0.040256,-0.127975,0.015726,-0.221488,0.068352,-0.187036,-0.025276,-0.224971,-0.004392,-0.131695,0.027067,-0.02494,-0.020097,0.512926,-0.050541,0.007048,-0.018461,0.007996,-0.030362,-0.117254,0.207904,-0.100799,0.197522,-0.019257,0.003407,-0.071169,-0.06014,-0.012597,-0.001479,0.000909,0.003792
class_2,-0.015534,-0.22365,0.031625,-0.192205,-0.015489,-0.218095,-0.038337,-0.10716,0.101085,-0.148686,-0.065592,-0.162363,-0.050287,-0.12174,-0.053291,-0.134128,-0.08134,-0.12703,0.028529,-0.124249,-0.015173,-0.157479,0.013173,-0.146476,0.208766,-0.228472,0.287554,-0.215477,0.024732,-0.243917,0.247544,-0.122276,-0.014372,-0.157191,0.074853,-0.042622,0.030541,-0.056085,0.068584,-0.057293,0.041275,0.128555,-0.043276,0.123286,-0.064508,0.092434,-0.050568,-0.072165,-0.061377,-0.012955,-0.098978,0.000782,0.0035
class_4,-0.083421,0.166345,-0.095544,0.118419,-0.065776,0.295737,-0.138835,0.271224,-0.032422,0.249811,0.053369,0.07012,0.030684,0.181951,0.042964,0.287984,-0.195793,0.155592,-0.006089,0.124329,0.003994,0.212833,0.005584,0.206897,0.064757,0.181488,0.07805,0.163005,0.072116,0.211873,-0.018269,0.112803,-0.032967,0.025323,-0.090267,-0.062824,-0.050541,-0.032985,0.085108,-0.033978,0.05719,0.253587,-0.290638,0.229737,-0.288802,-0.008501,0.027211,-0.060085,-0.050092,-0.011529,-0.150399,-0.001137,-0.001167
class_5,0.149449,0.129442,0.140809,-0.10101,0.146315,0.035211,0.102297,-0.030393,0.258094,0.025075,0.087369,-0.126986,0.073475,-0.074189,0.141323,-0.089767,0.105449,-0.045073,0.148209,-0.105594,0.039657,-0.07946,0.046267,-0.069805,-0.029563,0.005984,0.078597,0.01242,-0.025799,0.023466,-0.142095,-0.008559,-0.13818,-0.150537,-0.307889,0.096266,-0.050541,-0.169509,-0.113064,-0.167659,-0.149137,0.110835,-0.018348,0.077997,0.003233,0.002859,0.001607,-0.053631,-0.047486,-0.002852,0.133421,-0.001065,0.003339
class_5,0.149115,0.013382,0.149545,-0.173527,0.206171,-0.10439,0.160482,0.042801,0.293922,-0.072881,0.147387,-0.133799,0.218029,-0.074279,0.231375,-0.089872,0.083798,0.018692,0.205785,-0.110547,0.173891,-0.156451,0.102816,-0.112029,-0.026465,0.138654,0.120616,0.091012,0.10903,0.072567,-0.174513,0.014929,-0.123869,-0.141997,-0.307889,-0.07681,-0.050541,-0.156033,-0.090041,-0.153922,-0.133548,-0.148327,0.229508,-0.196065,0.270511,0.003946,0.007479,-0.059525,-0.049848,-0.010773,0.461606,-0.004785,0.003335
class_9,-0.154535,0.393009,-0.226489,0.699707,0.176455,0.732755,-0.122395,0.213461,-0.240042,0.669912,-0.063555,0.283856,0.491279,0.859757,0.375987,0.598394,-0.022005,0.296317,-0.445827,0.797256,0.031164,0.368163,-0.176154,0.716988,0.091011,0.081767,-0.063272,0.097082,-0.132502,0.352578,0.2122,0.142252,-0.060664,0.037374,-0.020097,-0.066778,0.138649,-0.040853,-0.071261,-0.043273,-0.007819,0.303046,-0.510007,0.262165,-0.400505,0.007272,0.000933,-0.071426,-0.06017,-0.011577,-0.135671,0.000748,0.003548
class_9,-0.055689,0.132217,0.013316,0.06647,0.090481,0.023902,-0.076576,-0.061453,0.049729,-0.147755,0.062214,0.141673,0.158599,0.101553,-0.031675,-0.10025,-0.049109,-0.003622,-0.002942,-0.093253,0.093094,-0.057599,0.030923,-0.012603,-0.183378,0.372161,-0.282817,0.236732,0.034937,-0.144585,-0.094508,0.211167,-0.059205,0.059853,0.114415,0.512926,-0.050541,-0.030039,-0.064436,-0.034615,0.029161,0.274864,-0.360277,0.239366,-0.317874,0.001412,-0.121571,0.656472,-0.06015,-0.011443,-0.106659,0.003501,0.00351
class_8,-0.03476,-0.006437,0.013809,-0.11532,-0.282326,0.226889,-0.181645,-0.059551,-0.257258,-0.046989,-0.183933,-0.07535,-0.074868,-0.066658,-0.129847,-0.0875,-0.053282,-0.108721,-0.065151,-0.106356,-0.049731,-0.120058,-0.056423,-0.141019,-0.060547,-0.197073,-0.027035,-0.157362,-0.217198,0.42237,-0.109647,-0.148331,0.149403,0.136588,0.159266,-0.153734,-0.050541,0.157548,-0.053785,0.158704,-0.022128,-0.171621,0.244631,-0.089008,0.187284,0.007287,0.004167,-0.042021,-0.061215,-0.01282,-0.148751,0.008737,0.161194
class_2,-0.075018,-0.178163,-0.14823,-0.167487,-0.033015,-0.208109,-0.035713,-0.120372,-0.041806,-0.141624,0.040953,-0.168801,-0.18418,-0.115298,-0.072484,-0.116621,-0.067388,-0.136983,-0.05166,-0.133092,-0.114365,-0.189151,-0.090616,-0.16469,0.198433,-0.123311,0.283156,-0.168042,-0.053429,-0.231989,0.204755,-0.101467,-0.05286,-0.154742,-0.020097,-0.103734,-0.050541,-0.093334,0.026689,-0.092074,-0.023857,0.210731,-0.18566,0.192434,-0.194854,-0.011219,0.010111,-0.072422,-0.061427,-0.012852,-0.13389,-0.000266,0.003347
class_5,-0.190624,-0.17436,0.033744,-0.094575,0.031751,0.168532,0.150205,-0.010543,-0.009277,0.001862,0.008172,0.036907,-0.035064,0.055876,0.035269,0.034511,0.018289,-0.068857,0.002663,-0.013454,-0.153643,-0.119763,-0.09204,-0.100957,0.105019,-0.073531,0.081043,-0.168025,0.032312,-0.173135,0.129083,-0.122075,-0.140949,-0.126982,-0.307889,-0.036086,0.111622,-0.16343,-0.066257,-0.161976,-0.112598,0.300831,-0.491705,0.280144,-0.494194,0.003416,0.001043,-0.072142,-0.061073,0.234223,-0.146419,0.214542,0.00384
class_7,-0.183262,-0.151917,0.096867,-0.16024,-0.120715,-0.190499,-0.01174,-0.09825,-0.037048,-0.140221,-0.002055,-0.14876,0.007364,-0.115064,-0.09279,-0.096343,-0.088515,-0.115867,0.008656,-0.09786,-0.132942,-0.108524,-0.05426,-0.090516,-0.155658,-0.256743,-0.228012,-0.241215,0.125963,-0.118742,-0.081797,-0.171292,0.144209,-0.01496,-0.020097,0.246266,-0.050541,0.119726,-0.089015,0.120193,-0.016353,-0.071008,0.172462,-0.053679,0.154774,0.092723,0.209737,-0.072053,-0.06087,-0.012848,-0.101357,0.000657,-0.001325
class_5,0.102605,-0.000742,0.062463,-0.054242,0.226511,0.232863,0.00118,0.011118,0.035491,0.040221,0.079284,0.037604,0.005784,-0.00329,-0.068867,-0.035241,-0.229208,0.148715,-0.168589,0.09651,-0.076752,-0.018477,-0.000476,-0.014265,0.089247,0.064067,0.224188,0.073743,-0.011484,-0.138565,-0.026914,-0.03257,-0.133065,-0.135074,-0.187078,-0.153734,-0.050541,-0.160629,-0.094516,-0.158534,-0.137625,0.089308,0.009933,0.085597,-0.007409,0.004235,0.002095,-0.069682,-0.057747,-0.007394,-0.107302,0.000701,0.00327
class_5,-0.058619,0.127278,0.090845,0.110469,-0.094636,0.010602,-0.087172,-0.043898,-0.181682,0.060737,-0.037927,-0.078001,-0.00215,-0.014451,-0.172029,-0.012463,-0.235176,-0.079763,-0.216499,-0.056317,-0.323549,-0.103102,-0.074816,-0.131599,0.122918,-0.201692,0.160532,-0.14906,0.073089,-0.165622,0.128546,-0.027188,-0.137765,-0.129109,-0.307889,0.000112,-0.050541,-0.160517,-0.095327,-0.159552,-0.126654,0.274458,-0.358754,0.256452,-0.377366,0.00525,0.002493,-0.072053,-0.060758,-0.005315,-0.142372,-0.000313,0.003305
class_3,0.004944,-0.183239,-0.033986,-0.164546,-0.07727,-0.135229,-0.043408,-0.050952,0.008767,-0.12652,-0.07795,-0.118694,-0.034369,-0.064209,-0.099604,-0.090003,-0.129807,-0.101325,-0.164107,-0.090679,-0.098668,-0.119384,-0.048944,-0.103239,0.020324,-0.162242,0.069822,-0.150423,-0.024706,-0.217252,-0.002117,-0.09847,-0.025583,-0.012676,0.114415,-0.07681,-0.050541,-0.035533,-0.025749,-0.03443,-0.047206,-0.04085,0.14703,-0.016331,0.117161,0.003322,0.00184,-0.071751,-0.060474,-0.011107,-0.139841,0.003443,0.00522
class_2,-0.090326,-0.199526,0.15261,-0.195419,0.10546,-0.211936,0.024898,-0.105352,0.122837,-0.129778,0.066787,-0.151218,0.109648,-0.107451,0.224506,-0.114425,0.087115,-0.09798,0.084995,-0.095107,0.101652,-0.172258,0.103442,-0.154315,-0.186164,-0.207302,-0.215847,-0.206445,-0.120928,0.064149,-0.206477,-0.173028,0.198738,-0.004242,-0.020097,-0.114518,-0.050541,0.174088,-0.104379,0.176575,-0.112999,-0.569178,0.393436,-0.622309,0.444482,-0.042359,-0.068297,-0.053597,-0.047151,-0.012981,0.694605,-0.000249,0.003069
class_2,0.179069,-0.190685,0.311051,-0.165689,0.118401,-0.236004,0.188902,-0.102931,0.232373,-0.156622,0.127632,-0.163188,0.042584,-0.120207,0.060469,-0.136748,0.041268,-0.115812,0.12201,-0.125725,0.030077,-0.162073,0.058982,-0.127598,-0.13771,-0.182086,-0.076005,-0.104554,0.059674,-0.022732,-0.190505,-0.180719,0.208721,-0.074655,-0.069029,-0.119252,-0.050541,0.175772,-0.063961,0.17833,-0.100565,-0.620654,0.400133,-0.611786,0.442572,-0.061143,-0.097456,-0.068015,-0.058102,-0.013013,0.557932,0.000748,0.00351
class_1,0.003763,0.039812,-0.237743,0.357148,-0.163296,0.467358,-0.135308,0.046413,-0.233441,0.389557,-0.127469,0.196293,-0.03954,0.054785,-0.190695,0.067021,-0.091399,0.074305,-0.211868,0.126289,0.005732,-0.027355,-0.05273,-0.044863,-0.147648,0.241979,-0.246194,0.183406,0.036439,0.157965,-0.08892,0.064137,-0.000694,0.232351,-0.173827,-0.153734,-0.050541,0.082657,-0.105004,0.08408,-0.062012,-0.138104,0.222584,-0.053006,0.154144,0.004174,0.001884,-0.017603,-0.023131,-0.010712,-0.238747,0.000784,-0.037871
class_5,0.064186,-0.055433,0.012377,-0.15234,0.060378,0.007366,0.057763,-0.105222,0.107717,-0.120826,0.00497,-0.180112,-0.037148,-0.051011,0.01572,-0.073753,-0.003128,-0.12645,-0.017394,-0.112786,-0.051341,-0.158596,-0.040013,-0.16797,0.351523,-0.137917,0.413611,-0.124865,-0.274336,-0.141328,0.389851,-0.055316,-0.142968,-0.145835,-0.307889,0.179606,-0.050541,-0.171114,-0.10351,-0.169004,-0.147184,0.283235,-0.393908,0.260389,-0.393133,0.005711,0.002452,-0.072086,-0.061144,0.017015,-0.124976,0.006221,0.003308
class_4,-0.159773,0.171669,-0.010177,-0.022534,-0.169815,0.288411,-0.114898,0.087009,-0.532617,0.414949,-0.097202,0.125182,0.000321,0.129392,-0.198185,0.428788,-0.119462,0.297043,0.019633,0.392576,0.142101,0.265734,0.13687,0.571179,0.105036,0.165219,0.103034,0.101441,0.025014,0.54958,0.123065,0.25279,0.003438,0.155902,-0.090267,-0.153734,0.084595,0.045674,0.108912,0.038139,0.175926,0.246557,-0.270896,0.22827,-0.284599,0.004521,0.002033,-0.052535,-0.028982,-0.011229,-0.14703,-0.022878,-0.005006
class_9,-0.100158,0.66101,0.076229,0.181997,0.070369,0.124578,0.056887,0.057911,0.180395,-0.003272,0.162566,0.473693,0.276328,0.217385,0.184132,0.261439,-0.017351,0.139142,0.00744,0.067803,0.202431,0.057934,0.06134,0.045095,-0.161986,0.199173,-0.266812,0.1368,0.090247,0.125673,-0.092363,0.186783,-0.035558,0.083403,0.269624,0.068486,-0.050541,-0.005237,-0.065368,-0.010078,0.047441,0.23155,-0.232532,0.194364,-0.199158,-0.0237,-0.047006,-0.054257,0.303081,-0.011195,-0.025631,-0.005173,0.004487
class_3,0.05547,-0.194891,0.253923,-0.187606,0.105897,-0.2021,0.148091,-0.104257,0.276357,-0.169722,0.120828,-0.158178,0.059219,-0.110137,0.192064,-0.135586,0.022966,-0.130659,0.023924,-0.126319,0.071059,-0.163385,-0.014153,-0.152496,-0.101288,-0.1778,-0.070052,-0.182956,0.001837,-0.15151,-0.153451,-0.145708,0.108023,-0.003335,-0.127706,-0.153734,-0.050541,0.087363,-0.0664,0.08957,-0.088919,-0.527383,0.386059,-0.525543,0.422793,0.137953,0.138839,-0.07042,-0.059714,-0.012761,0.454993,-0.000084,0.003
class_4,-0.192125,0.143248,0.026028,-0.002659,-0.180172,0.447514,0.021652,0.048745,0.319151,-0.017776,0.066862,-0.000875,-0.019414,0.086392,-0.098968,0.032908,0.05591,-0.03156,0.070468,0.052343,0.037597,0.117653,0.123974,0.100487,0.007568,-0.090887,-0.013755,-0.088414,-0.013496,-0.02543,-0.010845,0.056272,-0.019742,0.011477,-0.020097,-0.089218,0.030541,-0.022264,-0.03642,-0.024712,0.012934,0.228295,-0.224765,0.197684,-0.206699,-0.016405,-0.01647,-0.066315,-0.056145,-0.011593,-0.129616,0.014682,0.011052
class_8,-0.044424,-0.146684,0.004912,-0.081841,-0.029259,-0.191001,0.008259,-0.088016,0.0075,-0.12423,0.051083,-0.037166,0.087465,-0.067074,0.126463,-0.094113,-0.079045,-0.045526,-0.091066,-0.066941,-0.133044,-0.136345,-0.042545,-0.092545,0.309365,-0.181094,0.334465,-0.189608,0.032901,0.172356,0.352976,-0.087393,0.204396,-0.02843,-0.090267,-0.153734,-0.050541,0.149813,0.521967,0.143809,0.473601,0.150384,-0.076269,0.126629,-0.06997,-0.11508,-0.059497,-0.072321,-0.061387,-0.012882,-0.06609,0.008374,-0.007119
class_3,-0.006208,-0.171814,-0.042859,-0.122066,0.032436,-0.169699,-0.06199,-0.061041,0.100739,-0.123841,-0.043147,-0.106481,-0.054043,-0.065136,-0.02499,-0.071109,-0.0704,-0.063527,-0.049548,-0.045753,-0.096232,-0.063284,-0.03192,-0.103545,0.123313,-0.025916,0.225325,0.000353,-0.013308,-0.221331,0.113759,0.047071,-0.060431,-0.041056,0.039663,-0.153734,-0.050541,-0.074796,0.013368,-0.074058,-0.024112,0.02789,0.08092,0.027292,0.068266,0.004323,0.00201,-0.07193,-0.051035,-0.011626,-0.103184,0.002528,0.003175
class_10,0.267056,0.011046,0.278585,-0.009649,0.260853,-0.03018,0.248313,-0.001436,0.06028,-0.070449,0.010461,-0.058333,-0.017013,-0.020452,0.180207,-0.069691,0.137681,-0.042457,0.152333,-0.055462,0.033862,-0.078222,0.053764,-0.030598,0.389116,0.191451,0.421893,-0.159778,0.002531,-0.0544,0.123954,0.17094,-0.13808,-0.11398,-0.159593,-0.11737,0.138649,-0.162058,-0.014632,-0.159019,-0.077166,0.233027,-0.236122,0.209365,-0.234501,0.00486,0.003816,-0.069704,-0.059846,0.209386,-0.068135,-0.080666,0.005253
class_2,-0.078512,-0.222595,-0.163737,-0.19655,-0.228683,-0.2552,-0.336253,-0.121193,-0.410265,-0.175068,-0.221397,-0.16647,-0.331092,-0.120906,-0.364798,-0.144856,-0.278323,-0.135504,-0.186746,-0.131944,-0.143216,-0.161641,-0.052131,-0.154139,0.412634,-0.25732,0.425433,-0.268232,-0.070567,-0.172239,0.577345,-0.115489,-0.010354,-0.160448,-0.045708,0.346266,-0.050541,-0.07006,0.248039,-0.069408,0.165121,0.226299,-0.220094,0.216258,-0.251953,-0.012107,0.015284,-0.072534,-0.06158,-0.012924,-0.159848,0.000867,0.003231
class_5,0.043331,-0.047402,0.055057,-0.051661,0.120478,-0.033679,0.240971,-0.07626,0.263457,0.016919,-0.027992,-0.020234,-0.060188,-0.045657,0.095635,-0.089124,-0.086022,0.084535,0.300657,-0.028402,0.25061,-0.045823,0.003632,-0.041922,0.038536,0.258663,0.061573,0.200868,0.177655,-0.00682,-0.077752,-0.023174,-0.125229,-0.149642,0.074853,-0.107222,-0.050541,-0.160179,-0.075189,-0.158141,-0.122678,0.152006,-0.078841,0.127147,-0.07079,0.001535,-0.003638,-0.06967,-0.058801,-0.009886,0.011676,0.006007,0.003303
class_6,0.02327,0.004409,-0.056162,-0.101826,0.039855,-0.09168,-0.076172,-0.006232,0.014245,0.055653,-0.038917,-0.14317,0.029029,-0.018546,-0.001356,0.077457,0.044983,0.015178,-0.010976,0.059325,-0.007444,-0.046418,-0.083243,0.113712,-0.273032,0.297798,-0.362253,0.235576,-0.049171,-0.041473,-0.196987,0.043435,-0.111179,0.085886,0.114415,0.246266,-0.050541,-0.040975,-0.014638,-0.041014,-0.021609,0.196276,-0.156422,0.174951,-0.157759,0.006693,0.006847,0.888877,-0.061225,-0.003604,-0.116504,0.02388,-0.032278
class_1,0.018988,-0.020946,-0.077379,-0.055773,-0.01745,0.132615,-0.061293,-0.102618,0.041013,-0.053581,-0.025278,-0.172823,0.013558,-0.090072,-0.043121,-0.145426,0.034173,-0.091192,-0.027942,-0.158814,0.011472,-0.107165,-0.035013,-0.166948,-0.292266,0.03428,-0.398371,0.034507,0.075573,-0.002685,-0.208978,-0.055153,-0.004803,0.47364,-0.020097,0.028084,-0.050541,0.197951,0.018167,0.195738,0.111671,0.14456,-0.067174,0.126198,-0.06925,0.005591,0.005881,0.547707,0.173206,-0.010896,-0.16836,-0.000886,0.080632
class_4,-0.13713,0.154531,-0.017787,0.116706,-0.023614,0.121377,0.014554,0.193323,-0.35757,0.341687,0.008417,0.046929,0.073246,0.135774,-0.041452,0.095135,-0.097943,0.31847,-0.076864,0.177652,0.148716,0.262677,0.033786,0.403648,0.147738,0.209851,0.130463,0.090988,-0.058291,0.317644,0.117481,0.209099,0.122428,0.304947,-0.090267,-0.153734,-0.050541,0.177747,0.36881,0.163458,0.454632,0.297877,-0.470697,0.267912,-0.426239,0.004177,0.001888,-0.060219,-0.015719,-0.012456,-0.146861,-0.008197,0.16388
class_10,0.163734,-0.135426,0.28512,-0.148247,0.109271,-0.177487,0.356924,-0.093578,0.370116,-0.121747,0.154869,-0.133737,0.043255,-0.105366,0.22281,-0.112734,0.034198,-0.131893,0.12199,-0.09553,0.047662,-0.147989,0.065004,-0.150734,-0.145983,-0.107042,-0.083708,0.01372,0.116314,-0.043163,-0.205958,-0.181676,0.853592,0.032335,-0.090267,-0.114518,0.057568,0.819756,0.051158,0.822411,0.01067,-0.640777,0.402057,-0.661807,0.450697,-0.046591,-0.073054,-0.067523,-0.057534,-0.013136,0.642877,-0.000548,0.000361
class_8,-0.085521,-0.092443,0.052026,0.025463,0.046481,-0.126037,0.451799,-0.063809,-0.081595,-0.030624,0.06049,-0.030709,0.216695,0.000892,0.090375,-0.024755,0.027247,-0.080738,-0.078696,-0.029951,-0.093902,0.082978,0.047855,0.001596,-0.004084,-0.132845,0.044763,-0.164993,0.027058,0.030083,-0.026583,-0.043829,-0.020439,0.001979,-0.045708,-0.089218,-0.050541,-0.026252,-0.025887,-0.025384,-0.040401,-0.035421,0.142236,-0.058003,0.15892,0.021183,0.00759,-0.070722,-0.059369,-0.011747,0.110382,-0.001038,0.001877
class_1,0.128371,0.076516,-0.044154,0.226361,0.12478,0.400466,-0.061758,0.161001,-0.12191,0.220137,-0.097987,-0.053296,-0.134303,0.067821,-0.083869,-0.005032,0.014749,-0.054964,-0.008619,0.076207,-0.016766,-0.017871,-0.032248,0.015752,-0.208764,-0.221202,-0.296645,-0.183816,-0.090027,-0.118695,-0.163453,-0.171423,-0.09208,0.008928,0.338587,-0.010876,-0.050541,-0.070958,-0.118552,-0.068806,-0.127221,-0.146684,0.228407,-0.033891,0.135299,0.002151,-0.000929,-0.071292,-0.06018,-0.008487,-0.158317,-0.005056,0.008209
class_9,-0.100433,0.395677,-0.144517,0.317284,0.105978,0.108682,0.103482,0.33685,-0.099236,0.367109,-0.002525,0.269147,0.161247,0.20104,0.422249,0.835572,0.132399,0.269499,-0.012919,0.259907,0.167408,0.362525,-0.161164,0.503288,-0.049274,0.511876,-0.143319,0.384451,-0.006204,0.144189,0.040465,0.384188,-0.11467,-0.065889,-0.221864,0.012932,-0.050541,-0.118089,-0.105911,-0.117295,-0.105101,0.297118,-0.465749,0.266743,-0.420823,0.003492,0.001499,0.226849,-0.060799,-0.010956,-0.141591,0.000332,0.002238
class_10,0.209275,-0.127687,0.103571,-0.082335,0.135593,-0.150119,0.135722,-0.072939,0.161102,-0.112726,0.104712,-0.123107,0.159375,-0.092103,0.107692,-0.097963,0.104232,-0.085207,0.095774,-0.118067,-0.022267,-0.121981,0.059379,-0.107054,0.118534,0.050482,0.29265,-0.067119,0.018565,-0.148141,-0.072975,-0.08632,-0.115217,-0.149229,-0.21102,-0.115272,0.138649,-0.149598,-0.085796,-0.147107,-0.134799,-0.288042,0.308087,-0.313237,0.34032,0.005648,0.005979,-0.0674,-0.058102,-0.000892,0.388087,-0.034667,0.003129
class_5,0.121478,-0.103222,0.085289,0.004469,0.118343,0.001001,0.073813,-0.005809,-0.173352,0.370439,-0.146555,0.37742,-0.132955,0.264255,-0.011328,0.041451,0.02694,0.081957,0.042211,0.044556,0.041525,0.089754,-0.057482,0.039972,0.139777,0.179295,0.24059,0.030388,0.069494,-0.103118,0.099964,0.229862,-0.142992,-0.139899,-0.307889,-0.153734,0.084595,-0.16921,-0.089134,-0.166568,-0.140346,0.018021,0.091187,0.049286,0.041273,0.00432,0.002063,-0.068373,-0.057139,0.003918,-0.123697,0.000408,0.003313
class_8,-0.095208,-0.052022,-0.011028,-0.038319,-0.219887,-0.049241,-0.094927,-0.082846,-0.2713,-0.117959,-0.006444,-0.07432,-0.160198,-0.095201,0.081339,-0.028827,-0.135452,-0.079649,-0.154032,-0.052297,-0.17745,-0.140591,-0.058355,-0.1301,0.00625,-0.184712,0.049365,-0.188397,0.003922,0.208606,-0.043068,-0.127326,0.160602,0.052085,-0.187078,0.346266,-0.050541,0.146299,0.028998,0.146328,0.048728,-0.071382,0.172781,-0.06708,0.16745,0.015091,0.015664,-0.071919,-0.061093,-0.012798,0.006213,0.000718,-0.017244
class_10,0.188752,-0.06369,0.022868,-0.097956,0.092732,0.06455,-0.068879,-0.057199,0.105015,-0.106414,-0.095509,-0.061929,-0.025084,-0.068867,-0.072857,-0.094466,-0.064173,-0.042647,0.000684,-0.095221,-0.048196,-0.11647,0.027851,-0.141749,0.578513,-0.019247,0.529048,-0.179991,-0.01218,-0.203598,0.594014,0.123007,-0.13665,-0.152831,-0.090267,-0.153734,0.192703,-0.174944,-0.064737,-0.171751,-0.121076,0.271983,-0.349701,0.257411,-0.381142,0.004169,0.00185,-0.070632,-0.060403,0.142893,-0.133719,0.018886,0.003234
class_2,0.041091,-0.219263,-0.131434,-0.201697,-0.134028,-0.249578,0.042077,-0.115625,-0.06962,-0.157386,0.007348,-0.168816,-0.093502,-0.1244,-0.060505,-0.139025,-0.047753,-0.134861,-0.025536,-0.117724,0.031498,-0.175325,-0.018222,-0.158641,0.146221,-0.225912,0.252723,-0.240964,-0.005444,-0.248835,0.129973,-0.140522,0.026283,-0.132275,-0.020097,0.028084,-0.050541,-0.014436,0.094418,-0.013089,0.038792,0.080406,0.021065,0.078957,0.001907,-0.025784,-0.034443,-0.072131,-0.061407,-0.012947,-0.111307,-0.00018,-0.000038
class_2,0.130043,-0.17024,-0.031196,-0.148644,0.038538,-0.155819,-0.013602,-0.093299,0.01983,-0.129906,0.023046,-0.13784,-0.103515,-0.088952,0.029995,-0.125878,-0.063128,-0.124535,-0.010177,-0.112027,-0.055615,-0.14291,0.020408,-0.113905,0.305888,-0.09227,0.409406,-0.222874,-0.035727,-0.232484,0.308967,-0.008984,-0.090208,-0.154719,-0.045708,-0.10929,0.138649,-0.132185,0.010085,-0.129318,-0.055665,0.032632,0.075869,0.03069,0.064175,0.019654,-0.037782,-0.070487,-0.060069,-0.012106,-0.030578,-0.001452,0.003241
class_4,0.056115,0.06595,-0.088285,0.169592,0.059335,0.162913,-0.107722,0.215587,0.148866,0.328158,0.168466,0.344322,0.178326,0.178803,0.026146,0.113258,-0.024611,0.3165,0.005003,0.024577,-0.025223,0.086851,0.057374,0.096457,0.111875,0.301993,0.223673,0.366146,-0.039182,0.175119,-0.018724,0.131213,-0.037406,0.111336,-0.25069,-0.042622,0.030541,-0.006343,0.200177,-0.004744,0.123076,0.205406,-0.174621,0.175734,-0.159354,0.004443,0.002533,-0.058832,-0.043856,-0.009593,-0.175536,-0.025772,-0.009974
class_1,-0.156987,0.029657,-0.13304,0.255214,-0.14387,0.289264,-0.085825,0.011136,0.132015,0.057496,0.125457,0.081528,0.053543,0.078682,0.102692,0.039648,-0.095495,0.019629,-0.09755,-0.007707,-0.111208,0.046785,-0.048975,-0.004282,-0.01206,-0.064665,-0.058252,-0.022095,-0.031447,-0.155393,0.006072,0.002989,0.21293,0.510112,0.008222,-0.07966,-0.050541,0.335199,0.032104,0.331412,0.196192,0.228982,-0.22639,0.185893,-0.180571,0.003326,0.001105,-0.07184,-0.060251,-0.012538,-0.152858,0.000206,0.052153
